"full_circle","lon","lat","period","species","count","distance_km","present","site_number_present","site_possible_present","fraction_present","site_mean_tmin","site_tmin_anom","site_mean_precip","site_precip_anom","site_mean_urban","site_urban_anom","site_mean_anthro","site_anthro_anom","site_mean_ag","site_ag_anom","site_mean_grass","site_grass_anom","site_mean_wetland","site_wetland_anom","site_mean_forest_shrub","site_forest_shrub_anom","site_mean_forest_shrub_pasture","site_forest_shrub_pasture_anom","site_mean_forest","site_forest_anom","decade","site_int","tmin_scl","tmin_anom_scl","precip_scl","precip_anom_scl","urban_scl","urban_anom_scl","anthro_scl","anthro_anom_scl","ag_scl","ag_anom_scl","forest_shrub_scl","forest_shrub_anom_scl","forest_shrub_pasture_scl","forest_shrub_pasture_anom_scl","grass_scl","grass_anom_scl","wetland_scl","wetland_anom_scl","forest_scl","forest_anom_scl","log_distance_1k_km","species_int","intercept"
"Aiken US-SC",-81.617906,33.563557,1965,"Buteo_lineatus",9,629.25194,1,7,8,0.875,6.42345556122222,-0.747012825222222,41021.4409744444,-5572.63133444444,0.0469133620097,-0.0123544085008,0.332223597116567,-0.0150943766819667,0.285310235106867,-0.00273996818116667,0,0,0.0584035511558867,-0.000687447213916663,0.587472747628233,0.0312297448588668,0.608665763164544,0.0276255573232557,0.587472747628233,0.0312297448588668,4,1,1.18349070753203,-1.60354037071423,0.135517933383098,-1.18822625611188,-0.784730634514959,-0.144667645295237,-0.939428425960157,-0.297267994980302,-0.359270322147587,-0.0397262940661052,1.3639415940376,0.668903916252971,0.587184730482079,0.506984755834816,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0630075432372731,1.37065398456841,0.673391677689326,-0.463223561936105,3,1
"Aiken US-SC",-81.617906,33.563557,1965,"Meleagris_gallopavo",0,629.25194,0,4,8,0.5,6.42345556122222,-0.747012825222222,41021.4409744444,-5572.63133444444,0.0469133620097,-0.0123544085008,0.332223597116567,-0.0150943766819667,0.285310235106867,-0.00273996818116667,0,0,0.0584035511558867,-0.000687447213916663,0.587472747628233,0.0312297448588668,0.608665763164544,0.0276255573232557,0.587472747628233,0.0312297448588668,4,1,1.18349070753203,-1.60354037071423,0.135517933383098,-1.18822625611188,-0.784730634514959,-0.144667645295237,-0.939428425960157,-0.297267994980302,-0.359270322147587,-0.0397262940661052,1.3639415940376,0.668903916252971,0.587184730482079,0.506984755834816,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0630075432372731,1.37065398456841,0.673391677689326,-0.463223561936105,4,1
"Aiken US-SC",-81.617906,33.563557,1975,"Accipiter_cooperii",6,3225.11736,1,8,8,1,6.42345556122222,-0.189150956222222,41021.4409744444,145.392505555559,0.0469133620097,-0.0011293775656,0.332223597116567,-0.0210162433956667,0.285310235106867,-0.0198868658300667,0,0,0.0584035511558867,-0.000687447213916663,0.587472747628233,0.0364445230093667,0.608665763164544,0.0331054936848556,0.587472747628233,0.0364445230093667,5,1,1.18349070753203,-0.406032111123799,0.135517933383098,0.0310013676080066,-0.784730634514959,-0.0132247847441696,-0.939428425960157,-0.413892979344534,-0.359270322147587,-0.28833600530427,1.3639415940376,0.780598249428718,0.587184730482079,0.607552652647428,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0630075432372731,1.37065398456841,0.785835382350135,1.17096934028328,1,1
"Aiken US-SC",-81.617906,33.563557,1975,"Buteo_jamaicensis",60,3225.11736,1,8,8,1,6.42345556122222,-0.189150956222222,41021.4409744444,145.392505555559,0.0469133620097,-0.0011293775656,0.332223597116567,-0.0210162433956667,0.285310235106867,-0.0198868658300667,0,0,0.0584035511558867,-0.000687447213916663,0.587472747628233,0.0364445230093667,0.608665763164544,0.0331054936848556,0.587472747628233,0.0364445230093667,5,1,1.18349070753203,-0.406032111123799,0.135517933383098,0.0310013676080066,-0.784730634514959,-0.0132247847441696,-0.939428425960157,-0.413892979344534,-0.359270322147587,-0.28833600530427,1.3639415940376,0.780598249428718,0.587184730482079,0.607552652647428,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0630075432372731,1.37065398456841,0.785835382350135,1.17096934028328,2,1
"Aiken US-SC",-81.617906,33.563557,1975,"Buteo_lineatus",20,3225.11736,1,7,8,0.875,6.42345556122222,-0.189150956222222,41021.4409744444,145.392505555559,0.0469133620097,-0.0011293775656,0.332223597116567,-0.0210162433956667,0.285310235106867,-0.0198868658300667,0,0,0.0584035511558867,-0.000687447213916663,0.587472747628233,0.0364445230093667,0.608665763164544,0.0331054936848556,0.587472747628233,0.0364445230093667,5,1,1.18349070753203,-0.406032111123799,0.135517933383098,0.0310013676080066,-0.784730634514959,-0.0132247847441696,-0.939428425960157,-0.413892979344534,-0.359270322147587,-0.28833600530427,1.3639415940376,0.780598249428718,0.587184730482079,0.607552652647428,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0630075432372731,1.37065398456841,0.785835382350135,1.17096934028328,3,1
"Aiken US-SC",-81.617906,33.563557,1975,"Meleagris_gallopavo",0,3225.11736,0,4,8,0.5,6.42345556122222,-0.189150956222222,41021.4409744444,145.392505555559,0.0469133620097,-0.0011293775656,0.332223597116567,-0.0210162433956667,0.285310235106867,-0.0198868658300667,0,0,0.0584035511558867,-0.000687447213916663,0.587472747628233,0.0364445230093667,0.608665763164544,0.0331054936848556,0.587472747628233,0.0364445230093667,5,1,1.18349070753203,-0.406032111123799,0.135517933383098,0.0310013676080066,-0.784730634514959,-0.0132247847441696,-0.939428425960157,-0.413892979344534,-0.359270322147587,-0.28833600530427,1.3639415940376,0.780598249428718,0.587184730482079,0.607552652647428,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0630075432372731,1.37065398456841,0.785835382350135,1.17096934028328,4,1
"Aiken US-SC",-81.617906,33.563557,1985,"Accipiter_cooperii",7,3345.81786,1,8,8,1,6.42345556122222,-0.341231010222222,41021.4409744444,1536.84937555556,0.0469133620097,0.0038202423742,0.332223597116567,-0.0367489639189666,0.285310235106867,-0.0405692062931667,0,0,0.0584035511558867,-0.000775833284216668,0.587472747628233,0.0510282246187668,0.608665763164544,0.0486614420681556,0.587472747628233,0.0510282246187668,6,1,1.18349070753203,-0.732487692521419,0.135517933383098,0.327695243077896,-0.784730634514959,0.0447342718752429,-0.939428425960157,-0.723732490050149,-0.359270322147587,-0.588205450818256,1.3639415940376,1.09296375750692,0.587184730482079,0.893035714603511,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0711085130765011,1.37065398456841,1.10029659034448,1.20771116593654,1,1
"Aiken US-SC",-81.617906,33.563557,1985,"Buteo_jamaicensis",66,3345.81786,1,8,8,1,6.42345556122222,-0.341231010222222,41021.4409744444,1536.84937555556,0.0469133620097,0.0038202423742,0.332223597116567,-0.0367489639189666,0.285310235106867,-0.0405692062931667,0,0,0.0584035511558867,-0.000775833284216668,0.587472747628233,0.0510282246187668,0.608665763164544,0.0486614420681556,0.587472747628233,0.0510282246187668,6,1,1.18349070753203,-0.732487692521419,0.135517933383098,0.327695243077896,-0.784730634514959,0.0447342718752429,-0.939428425960157,-0.723732490050149,-0.359270322147587,-0.588205450818256,1.3639415940376,1.09296375750692,0.587184730482079,0.893035714603511,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0711085130765011,1.37065398456841,1.10029659034448,1.20771116593654,2,1
"Aiken US-SC",-81.617906,33.563557,1985,"Buteo_lineatus",36,3345.81786,1,7,8,0.875,6.42345556122222,-0.341231010222222,41021.4409744444,1536.84937555556,0.0469133620097,0.0038202423742,0.332223597116567,-0.0367489639189666,0.285310235106867,-0.0405692062931667,0,0,0.0584035511558867,-0.000775833284216668,0.587472747628233,0.0510282246187668,0.608665763164544,0.0486614420681556,0.587472747628233,0.0510282246187668,6,1,1.18349070753203,-0.732487692521419,0.135517933383098,0.327695243077896,-0.784730634514959,0.0447342718752429,-0.939428425960157,-0.723732490050149,-0.359270322147587,-0.588205450818256,1.3639415940376,1.09296375750692,0.587184730482079,0.893035714603511,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0711085130765011,1.37065398456841,1.10029659034448,1.20771116593654,3,1
"Aiken US-SC",-81.617906,33.563557,1985,"Meleagris_gallopavo",31,3345.81786,1,4,8,0.5,6.42345556122222,-0.341231010222222,41021.4409744444,1536.84937555556,0.0469133620097,0.0038202423742,0.332223597116567,-0.0367489639189666,0.285310235106867,-0.0405692062931667,0,0,0.0584035511558867,-0.000775833284216668,0.587472747628233,0.0510282246187668,0.608665763164544,0.0486614420681556,0.587472747628233,0.0510282246187668,6,1,1.18349070753203,-0.732487692521419,0.135517933383098,0.327695243077896,-0.784730634514959,0.0447342718752429,-0.939428425960157,-0.723732490050149,-0.359270322147587,-0.588205450818256,1.3639415940376,1.09296375750692,0.587184730482079,0.893035714603511,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0711085130765011,1.37065398456841,1.10029659034448,1.20771116593654,4,1
"Aiken US-SC",-81.617906,33.563557,1995,"Accipiter_cooperii",11,4795.8332,1,8,8,1,6.42345556122222,-0.398549764222222,41021.4409744444,7234.13542555556,0.0469133620097,0.00876986231410001,0.332223597116567,-0.0407263370844667,0.285310235106867,-0.0494961993985666,0,0,0.0584035511558867,-0.00563706715381667,0.587472747628233,-0.00492015791683331,0.608665763164544,-0.0049005165678444,0.587472747628233,-0.00492015791683331,7,1,1.18349070753203,-0.855528332433721,0.135517933383098,1.54250104430624,-0.784730634514959,0.102693328495827,-0.939428425960157,-0.80206270342088,-0.359270322147587,-0.717636279858107,1.3639415940376,-0.105383918889701,0.587184730482079,-0.0899343736867014,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.516661854518146,1.37065398456841,-0.106090953002843,1.56774745757798,1,1
"Aiken US-SC",-81.617906,33.563557,1995,"Buteo_jamaicensis",125,4795.8332,1,8,8,1,6.42345556122222,-0.398549764222222,41021.4409744444,7234.13542555556,0.0469133620097,0.00876986231410001,0.332223597116567,-0.0407263370844667,0.285310235106867,-0.0494961993985666,0,0,0.0584035511558867,-0.00563706715381667,0.587472747628233,-0.00492015791683331,0.608665763164544,-0.0049005165678444,0.587472747628233,-0.00492015791683331,7,1,1.18349070753203,-0.855528332433721,0.135517933383098,1.54250104430624,-0.784730634514959,0.102693328495827,-0.939428425960157,-0.80206270342088,-0.359270322147587,-0.717636279858107,1.3639415940376,-0.105383918889701,0.587184730482079,-0.0899343736867014,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.516661854518146,1.37065398456841,-0.106090953002843,1.56774745757798,2,1
"Aiken US-SC",-81.617906,33.563557,1995,"Buteo_lineatus",37,4795.8332,1,7,8,0.875,6.42345556122222,-0.398549764222222,41021.4409744444,7234.13542555556,0.0469133620097,0.00876986231410001,0.332223597116567,-0.0407263370844667,0.285310235106867,-0.0494961993985666,0,0,0.0584035511558867,-0.00563706715381667,0.587472747628233,-0.00492015791683331,0.608665763164544,-0.0049005165678444,0.587472747628233,-0.00492015791683331,7,1,1.18349070753203,-0.855528332433721,0.135517933383098,1.54250104430624,-0.784730634514959,0.102693328495827,-0.939428425960157,-0.80206270342088,-0.359270322147587,-0.717636279858107,1.3639415940376,-0.105383918889701,0.587184730482079,-0.0899343736867014,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.516661854518146,1.37065398456841,-0.106090953002843,1.56774745757798,3,1
"Aiken US-SC",-81.617906,33.563557,1995,"Meleagris_gallopavo",29,4795.8332,1,4,8,0.5,6.42345556122222,-0.398549764222222,41021.4409744444,7234.13542555556,0.0469133620097,0.00876986231410001,0.332223597116567,-0.0407263370844667,0.285310235106867,-0.0494961993985666,0,0,0.0584035511558867,-0.00563706715381667,0.587472747628233,-0.00492015791683331,0.608665763164544,-0.0049005165678444,0.587472747628233,-0.00492015791683331,7,1,1.18349070753203,-0.855528332433721,0.135517933383098,1.54250104430624,-0.784730634514959,0.102693328495827,-0.939428425960157,-0.80206270342088,-0.359270322147587,-0.717636279858107,1.3639415940376,-0.105383918889701,0.587184730482079,-0.0899343736867014,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.516661854518146,1.37065398456841,-0.106090953002843,1.56774745757798,4,1
"Aiken US-SC",-81.617906,33.563557,2005,"Accipiter_cooperii",13,4961.59522,1,8,8,1,6.42345556122222,-0.398567406222222,41021.4409744444,1476.02491555556,0.0469133620097,0.0255632156817,0.332223597116567,-0.0204859269738667,0.285310235106867,-0.0460491426555666,0,0,0.0584035511558867,-0.00112937756561667,0.587472747628233,0.000913322726966648,0.608665763164544,0.00517549545295548,0.587472747628233,0.000913322726966648,8,1,1.18349070753203,-0.85556620281327,0.135517933383098,0.314725926421488,-0.784730634514959,0.299340127745197,-0.939428425960157,-0.403448950900354,-0.359270322147587,-0.667658038951432,1.3639415940376,0.0195622843424345,0.587184730482079,0.0949807914402506,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.103512392451742,1.37065398456841,0.0196935301957564,1.60172730596468,1,1
"Aiken US-SC",-81.617906,33.563557,2005,"Buteo_jamaicensis",112,4961.59522,1,8,8,1,6.42345556122222,-0.398567406222222,41021.4409744444,1476.02491555556,0.0469133620097,0.0255632156817,0.332223597116567,-0.0204859269738667,0.285310235106867,-0.0460491426555666,0,0,0.0584035511558867,-0.00112937756561667,0.587472747628233,0.000913322726966648,0.608665763164544,0.00517549545295548,0.587472747628233,0.000913322726966648,8,1,1.18349070753203,-0.85556620281327,0.135517933383098,0.314725926421488,-0.784730634514959,0.299340127745197,-0.939428425960157,-0.403448950900354,-0.359270322147587,-0.667658038951432,1.3639415940376,0.0195622843424345,0.587184730482079,0.0949807914402506,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.103512392451742,1.37065398456841,0.0196935301957564,1.60172730596468,2,1
"Aiken US-SC",-81.617906,33.563557,2005,"Buteo_lineatus",43,4961.59522,1,7,8,0.875,6.42345556122222,-0.398567406222222,41021.4409744444,1476.02491555556,0.0469133620097,0.0255632156817,0.332223597116567,-0.0204859269738667,0.285310235106867,-0.0460491426555666,0,0,0.0584035511558867,-0.00112937756561667,0.587472747628233,0.000913322726966648,0.608665763164544,0.00517549545295548,0.587472747628233,0.000913322726966648,8,1,1.18349070753203,-0.85556620281327,0.135517933383098,0.314725926421488,-0.784730634514959,0.299340127745197,-0.939428425960157,-0.403448950900354,-0.359270322147587,-0.667658038951432,1.3639415940376,0.0195622843424345,0.587184730482079,0.0949807914402506,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.103512392451742,1.37065398456841,0.0196935301957564,1.60172730596468,3,1
"Aiken US-SC",-81.617906,33.563557,2005,"Meleagris_gallopavo",8,4961.59522,1,4,8,0.5,6.42345556122222,-0.398567406222222,41021.4409744444,1476.02491555556,0.0469133620097,0.0255632156817,0.332223597116567,-0.0204859269738667,0.285310235106867,-0.0460491426555666,0,0,0.0584035511558867,-0.00112937756561667,0.587472747628233,0.000913322726966648,0.608665763164544,0.00517549545295548,0.587472747628233,0.000913322726966648,8,1,1.18349070753203,-0.85556620281327,0.135517933383098,0.314725926421488,-0.784730634514959,0.299340127745197,-0.939428425960157,-0.403448950900354,-0.359270322147587,-0.667658038951432,1.3639415940376,0.0195622843424345,0.587184730482079,0.0949807914402506,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.103512392451742,1.37065398456841,0.0196935301957564,1.60172730596468,4,1
"Aiken US-SC",-81.617906,33.563557,2015,"Accipiter_cooperii",12,4830.8041582,1,8,8,1,6.42345556122222,0.340380783777777,41021.4409744444,4855.48274555556,0.0469133620097,0.0513719482254,0.332223597116567,0.0240606524855333,0.285310235106867,-0.0273112957398666,0,0,0.0584035511558867,-0.000245516862116671,0.587472747628233,-0.0470803134759333,0.608665763164544,-0.0294718441262445,0.587472747628233,-0.0470803134759333,9,1,1.18349070753203,0.730662593430905,0.135517933383098,1.03531199860766,-0.784730634514959,0.601555208694629,-0.939428425960157,0.47384943896606,-0.359270322147587,-0.395981447283203,1.3639415940376,-1.00840420582328,0.587184730482079,-0.540867846520061,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0225026940136397,1.37065398456841,-1.01516971787545,1.57501294618712,1,1
"Aiken US-SC",-81.617906,33.563557,2015,"Buteo_jamaicensis",101,4830.8041582,1,8,8,1,6.42345556122222,0.340380783777777,41021.4409744444,4855.48274555556,0.0469133620097,0.0513719482254,0.332223597116567,0.0240606524855333,0.285310235106867,-0.0273112957398666,0,0,0.0584035511558867,-0.000245516862116671,0.587472747628233,-0.0470803134759333,0.608665763164544,-0.0294718441262445,0.587472747628233,-0.0470803134759333,9,1,1.18349070753203,0.730662593430905,0.135517933383098,1.03531199860766,-0.784730634514959,0.601555208694629,-0.939428425960157,0.47384943896606,-0.359270322147587,-0.395981447283203,1.3639415940376,-1.00840420582328,0.587184730482079,-0.540867846520061,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0225026940136397,1.37065398456841,-1.01516971787545,1.57501294618712,2,1
"Aiken US-SC",-81.617906,33.563557,2015,"Buteo_lineatus",71,4830.8041582,1,7,8,0.875,6.42345556122222,0.340380783777777,41021.4409744444,4855.48274555556,0.0469133620097,0.0513719482254,0.332223597116567,0.0240606524855333,0.285310235106867,-0.0273112957398666,0,0,0.0584035511558867,-0.000245516862116671,0.587472747628233,-0.0470803134759333,0.608665763164544,-0.0294718441262445,0.587472747628233,-0.0470803134759333,9,1,1.18349070753203,0.730662593430905,0.135517933383098,1.03531199860766,-0.784730634514959,0.601555208694629,-0.939428425960157,0.47384943896606,-0.359270322147587,-0.395981447283203,1.3639415940376,-1.00840420582328,0.587184730482079,-0.540867846520061,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0225026940136397,1.37065398456841,-1.01516971787545,1.57501294618712,3,1
"Aiken US-SC",-81.617906,33.563557,2015,"Meleagris_gallopavo",37,4830.8041582,1,4,8,0.5,6.42345556122222,0.340380783777777,41021.4409744444,4855.48274555556,0.0469133620097,0.0513719482254,0.332223597116567,0.0240606524855333,0.285310235106867,-0.0273112957398666,0,0,0.0584035511558867,-0.000245516862116671,0.587472747628233,-0.0470803134759333,0.608665763164544,-0.0294718441262445,0.587472747628233,-0.0470803134759333,9,1,1.18349070753203,0.730662593430905,0.135517933383098,1.03531199860766,-0.784730634514959,0.601555208694629,-0.939428425960157,0.47384943896606,-0.359270322147587,-0.395981447283203,1.3639415940376,-1.00840420582328,0.587184730482079,-0.540867846520061,-0.34311123158218,-0.00000000000000000622534742615372,0.295023017527583,-0.0225026940136397,1.37065398456841,-1.01516971787545,1.57501294618712,4,1
